jesus,christ,22.22127120850238
mine,own,15.793378661598972
prisoner,jesus,15.047931283585223
lord,jesus,14.908015002938265
acknowledging,every,13.102038183411608
are,refreshed,13.102038183411608
aristarchus,lucas,13.102038183411608
become,effectual,13.102038183411608
being,such,13.102038183411608
besides,yea,13.102038183411608
convenient,yet,13.102038183411608
departed,season,13.102038183411608
every,good,13.102038183411608
given,there,13.102038183411608
good,thing,13.102038183411608
hand,will,13.102038183411608
having,confidence,13.102038183411608
lodging,trust,13.102038183411608
loves,sake,13.102038183411608
making,mention,13.102038183411608
may,become,13.102038183411608
mention,always,13.102038183411608
nothing,benefit,13.102038183411608
obedience,wrote,13.102038183411608
past,was,13.102038183411608
sake,rather,13.102038183411608
self,besides,13.102038183411608
sent,again,13.102038183411608
spirit,amen,13.102038183411608
there,salute,13.102038183411608
time,past,13.102038183411608
trust,through,13.102038183411608
was,unprofitable,13.102038183411608
were,necessity,13.102038183411608
wherefore,though,13.102038183411608
will,repay,13.102038183411608
willingly,perhaps,13.102038183411608
withal,prepare,13.102038183411608
wrote,knowing,13.102038183411608
yet,loves,13.102038183411608
above,servant,10.329449461171826
all,saints,10.329449461171826
amen,written,10.329449461171826
beseech,being,10.329449461171826
beseech,son,10.329449461171826
bonds,gospel,10.329449461171826
communication,faith,10.329449461171826
faith,may,10.329449461171826
god,father,10.329449461171826
god,making,10.329449461171826
grace,peace,10.329449461171826
great,joy,10.329449461171826
hearing,love,10.329449461171826
house,grace,10.329449461171826
joy,consolation,10.329449461171826
lucas,grace,10.329449461171826
more,both,10.329449461171826
much,bold,10.329449461171826
peace,god,10.329449461171826
prayers,hearing,10.329449461171826
rather,beseech,10.329449461171826
saints,are,10.329449461171826
saints,communication,10.329449461171826
thank,god,10.329449461171826
though,might,10.329449461171826
through,prayers,10.329449461171826
written,rome,10.329449461171826
aged,now,9.28295317364273
also,lodging,9.28295317364273
beloved,church,9.28295317364273
beloved,specially,9.28295317364273
benefit,not,9.28295317364273
dearly,beloved,9.28295317364273
even,own,9.28295317364273
ever,not,9.28295317364273
mine,account,9.28295317364273
now,profitable,9.28295317364273
own,hand,9.28295317364273
own,self,9.28295317364273
partner,receive,9.28295317364273
philemon,chapter,9.28295317364273
philemon,dearly,9.28295317364273
receive,ever,9.28295317364273
refresh,bowels,9.28295317364273
rome,philemon,9.28295317364273
therefore,departed,9.28295317364273
therefore,partner,9.28295317364273
wilt,also,9.28295317364273
account,paul,8.60335702646114
brother,let,8.60335702646114
brother,wherefore,8.60335702646114
chapter,paul,8.60335702646114
epistle,paul,8.60335702646114
paul,aged,8.60335702646114
timothy,brother,8.60335702646114
yea,brother,8.60335702646114
again,thou,7.695303677015951
but,above,7.695303677015951
but,mind,7.695303677015951
but,willingly,7.695303677015951
but,withal,7.695303677015951
father,lord,7.695303677015951
gospel,but,7.695303677015951
knowing,thou,7.695303677015951
lord,having,7.695303677015951
lord,refresh,7.695303677015951
necessity,but,7.695303677015951
season,thou,7.695303677015951
thou,count,7.695303677015951
thou,wilt,7.695303677015951
unprofitable,but,7.695303677015951
love,faith,7.564673258800388
more,say,7.564673258800388
much,more,7.564673258800388
christ,enjoin,7.360409727373883
christ,thank,7.360409727373883
christ,timothy,7.360409727373883
have,begotten,7.360409727373883
have,great,7.360409727373883
have,ministered,7.360409727373883
have,retained,7.360409727373883
have,sent,7.360409727373883
jesus,all,7.360409727373883
jesus,aristarchus,7.360409727373883
son,have,7.360409727373883
christ,jesus,6.871373407339034
love,bowels,6.5260201286292165
also,prisoner,6.526020128629215
bowels,saints,6.526020128629215
not,say,6.526020128629215
servant,brother,5.854298017537018
paul,prisoner,5.854298017537017
beloved,beloved,5.49524103454743
not,now,5.49524103454743
now,also,5.49524103454743
own,bowels,5.49524103454743
therefore,receive,5.49524103454743
but,much,4.9620863557813415
faith,thou,4.9620863557813415
grace,lord,4.9620863557813415
say,but,4.9620863557813415
say,thou,4.9620863557813415
servant,but,4.9620863557813415
brother,beloved,4.831424082378751
brother,philemon,4.831424082378751
paul,philemon,4.831424082378751
christ,beseech,4.635160554708849
have,joy,4.635160554708849
have,written,4.635160554708849
might,have,4.635160554708849
but,now,3.955117097958587
thou,receive,3.955117097958587
thou,therefore,3.955117097958587
bowels,have,3.6361913182195096
paul,have,3.004311214825447
lord,thou,2.486994889469295
thou,lord,2.486994889469295
jesus,have,1.9056611860843247
